"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
h1w,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep in a</span> <span style=""color: #e03e2d;""><span style=""color: #000000;"">Room and Board</span></span>?<span style=""color: #e03e2d; font-weight: normal;""> </span></p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(4)] = '1'",,,,,,
h1x,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep in a </span>drug and/or alcohol detox program?</p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(5)] = '1'",,,,,,
h1y,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep in a </span>drug and/or alcohol residential treatment program?</p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(6)] = '1'",,,,,,
h1z,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep</span> in a group home, halfway house, or sober living facility <span style=""font-weight: normal;"">for example, housing run by an agency for people who are exiting prison or substance use treatment</span><span style=""color: #e03e2d;""> </span></p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(7)] = '1'",,,,,,
h1aa,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep</span> <span style=""font-weight: normal;"">in </span><span style=""color: #e03e2d;""><span style=""color: #000000;"">a city/county</span> </span>jail?</p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(8)] = '1'",,,,,,
h1ab,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep in </span>prison<span style=""font-weight: normal;"">?</span></p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid4(9)] = '1'",,,,,,
h1ab_2,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, how many nights did you sleep in </span>a respite shelter<span style=""font-weight: normal;""> where homeless people can stay while recovering from a medical issue?</span></p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[testgrid(6)] = '1' or [testgrid4(10)] = '1'",,,,,,
h1af,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in;""><span style=""font-weight: normal;"">In the last 6 months, </span>how many nights did you sleep in<span style=""font-weight: normal;"">/at </span><span style=""color: #e03e2d;"">([h1ae])</span><span style=""font-weight: normal;"">?</span></p></div>",,"1-180 nights; up to 299 nights possible; -98 = Don't know/Refused",number,-99,299,,"[h1ad] = '1'",,,,,,
math_warning,housing_hh2bl_housing_modified,,descriptive,"One of the ""nights stayed"" fields has a -98 = Don't know in it, so the calculation for total nights in the last 6 months that should come close to 180 will not work. 


",,,,,,,"[h1a] = '-98' 
or [h1b] = '-98' 
or [h1ab_2] = '-98' 
or [h1ts] = '-98'
or [h1b_2] = '-98' 
or [h1c_2] = '-98' 
or [h1c] = '-98' 
or [h1d] = '-98' 
or [h1f] = '-98' 
or [h1f_3] = '-98' 
or [h1h] = '-98' 
or [h1i] = '-98' 
or [h1i_2] = '-98' 
or [h1m] = '-98' 
or [h1n] = '-98' 
or [h1o] = '-98' 
or [h1p] = '-98' 
or [h1q] = '-98' 
or [h1r] = '-98' 
or [h1t] = '-98' 
or [h1u] = '-98' 
or [h1v] = '-98' 
or [h1w] = '-98' 
or [h1x] = '-98' 
or [h1y] = '-98' 
or [h1z] = '-98' 
or [h1aa] = '-98' 
or [h1ab] = '-98' 
or [h1af] = '-98'",,,,,,
housing_adjustments,housing_hh2bl_housing_modified,,notes,"<div class=""rich-text-field-label""><p><em>[TOTAL SHOULD ADD UP TO SOMEWHERE IN THE NEIGHBORHOOD OF 180. LET RESPONDENT TELL YOU ABOUT ALLTHE PLACES HE OR SHE STAYED IN THE LAST 6 MONTHS. RECORD IN THE APPROPRIATE CATEGORIES. ONCE RESPONDENT IS FINISHED VOLUNTEERING PLACES HE OR SHE HAS STAYED, ASK ABOUT THE REMAINING PLACES ON THE LIST.]</em></p> <p> </p> <p>Reported nights spent:<br />(DESCRIBE ANY ADJUSTMENTS TO BE MADE. IF NONE, ENTER ""NONE"" OR CLICK THE ""NO ADJUSTMENTS"" BUTTON)</p> <p>Street/park/outside . . . . .[h1a]</p> <p><br />Vehicle/RV no services . . . . . . . . . . . . [h1b]</p> <p>Abandoned buildings etc. . . [h1b_2]</p> <p>COVID shelter...[h1c_2]</p> <p>Shelter . . . . . . . [h1c]</p> <p>Respite........[h1ab_2]</p> <p>Tiny Home........ [h1ts]</p> <p>Transitional housing . . . . . . . . . . . . . [h1d]</p> <p>PSH . . . . . . . . . . . . [h1f]</p> <p>Residential hotel (SRO)... [h1f_3]</p> <p>Standard hotel/motel ...[h1h]</p> <p>A room you rented ... [h1i]</p> <p>Mobile home hooked up to services [h1i_2]</p> <p>An apartment you rented... [h1m]</p> <p>Apartment/house/condo you owned...[h1n]</p> <p>Stayed with family/friends for free...[h1o]</p> <p>Stayed with family/friends and paid...[h1p]</p> <p>Room/apartment/house (exchanged work)...[h1q]</p> <p>Room/apartment/house (exchanged sex)...[h1r]</p> <p>Hospital...[h1t]</p> <p>Mental health facility...[h1u]</p> <p>Nursing home... [h1v]</p> <p>Room and Board...[h1w]</p> <p>Detox program...[h1x]</p> <p>Residential treatment...[h1y]</p> <p>Group home/halfway house/sober living...[h1z]</p> <p>Jail...[h1aa]</p> <p>Prison [h1ab]</p> <p>Other[h1ae]...[h1af]</p> <p><br />Total nights . . . . . . {total_nights}</p></div>",,"(entry optional), -1 = No adjustments",,,,,,,,,,,
total_nights,housing_hh2bl_housing_modified,,calc,"total nights","sum([h1a],[h1b],[h1b_2],[h1c_2],[h1c],[h1d],[h1f],[h1f_3],[h1h],[h1i],[h1i_2],[h1m],[h1n],[h1o],[h1ts],[h1p],[h1q],[h1r],[h1t],[h1u],[h1v],[h1w],[h1x],[h1y],[h1z],[h1aa],[h1ab],[h1af],[h1ab_2])",,,,,,,,,,,,
h6d1_1psh,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in Permanent Supportive Housing or a hotel where you stay long term and there are services available (PSH-single site). </span></p> <p><br />What was the name of the building or site?</p></div>",,"name of hotel, motel, or SRO, -98 = Don't know, -99 = Refused",,,,,"[hotel_motel_specific(6)] = '1' or [six_mo_broad(3)] = '1'",,,,,,
h6d1_2psh,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in Permanent Supportive Housing or a hotel where you stay long term and there are services available (PSH-single site). </span></p> <p>Did you receive any kind of supportive services? That is, did you have a social worker, case manager, nurse or get medical care BECAUSE you lived in that room?</p> <p><span style=""color: #236fa1;"">These would be services you would not have received if you had not lived there.</span></p></div>","1, Yes | 2, No, services were not available. | 3, No, services were available, but I did not get or use them. | -98, Don't know/Refused",,,,,,"[hotel_motel_specific(6)] = '1' or [six_mo_broad(3)] = '1'",,,,,,
h6d2psh,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in Permanent Supportive Housing or a hotel where you stay long term and there are services available (PSH-single site). </span><br />Did you get the room through a (social service) agency?</p></div>","1, Yes | 2, No | -1, Don't know/Refused",,,,,,"[hotel_motel_specific(6)] = '1' or [six_mo_broad(3)] = '1'",,,,,,
h6d2_1psh,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p>What was the name of the agency?</p> <p><span style=""color: #236fa1;"">(You said you spent time in a hotel, motel, or SRO.)<br />(Did you get the room through a (social service) agency?)</span></p></div>",,"name of agency, -98 = Don't know, -99 = Refused",,,,,"[h6d2psh] = '1'",,,,,,
h6d3psh,housing_hh2bl_housing_modified,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in Permanent Supportive Housing or a hotel where you stay long term and there are services available (PSH-single site). </span></p> <p><span style=""color: #000000;"">How much did you pay to stay there?</span></p> <p><span style=""color: #236fa1;"">Do not include subsidies paid to you or the landlord.</span></p> <p><span style=""color: #000000;"">(on average)</span></p> <p><span style=""color: #000000;"">$ <span style=""color: #236fa1;"">{pay_numpsh} <span style=""color: #000000;"">per</span></span><span style=""color: #e67e23;""><span style=""color: #000000;"">:</span> </span><span style=""color: #236fa1;"">{pay_incpsh}</span></span></p></div>",,,,,,,"[hotel_motel_specific(6)] = '1' or [six_mo_broad(3)] = '1'",,,,,,
pay_numpsh,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">(How much did you pay to stay there?) NUMBER</span></p></div>",,$,,,,,,,,,,,
pay_incpsh,housing_hh2bl_housing_modified,,dropdown,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">(How much did you pay to stay there?) INCREMENT</span></p> <p> </p></div>","1, per day | 2, per week | 3, per month | 4, per year | -98, Don't know/Refused",,,,,,,,,,,,
h5hotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p><br />What is the most nights you stayed in a row in the last 6 months?</p> <p> </p> <p> </p></div>","1, 7 days or less | 2, 8 to 29 days | 3, 30 days or more | -1, Don't know/Refused",,,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
h6d1_1hotel,housing_hh2bl_housing_modified,,text,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p>What was the name of the hotel or motel?</p></div>",,"name of hotel, motel, or SRO, -98 = Don't know, -99 = Refused",,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
h5ahotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p>Did you receive any kind of supportive services? That is, did you have a social worker, case manager, or nurse or get medical care BECAUSE you lived in that room?</p> <p><span style=""color: #236fa1;"">These would be services you would not have received if you had not lived there.</span></p></div>","1, Yes | 2, No, services were not available. | 3, No, services were available, but I did not get or use them. | -98, Don't know/Refused",,,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
h6chotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p> </p> <p>Did you receive a voucher from an agency to pay for the room?</p></div>","1, Yes | 2, No | -1, Don't know/Refused",,,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
h6dhotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p>Have any programs helped you pay to stay there with assistance such as a housing voucher?</p> <p>Don't include help from friends, family, or a church.</p> <p>Don't include help that you received one time only, like help with a single payment or for 1 month or less.</p> <p>A<span style=""color: #236fa1;""> subsidy to include, for example, is where you pay one-third of your income toward rent.</span></p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
h6d1hotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span><br /><span style=""color: #236fa1;"">[Was the rent for the room subsidized in any way?]</span></p> <p> </p> <p>What type of subsidy did you receive?</p></div>","1, Senior subsidized housing (Section 202 housing) | 2, Section 8 | 3, HUD-VASH | 4, I am not sure what kind of subsidy | -99, Refused",,,,,,"[h6dhotel] = '1'",,,,,,
h6d2hotel,housing_hh2bl_housing_modified,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You said you spent time in a regular hotel or motel room.</span></p> <p>Did you get the room through a (social service) agency?</p></div>","1, Yes | 2, No | -1, Don't know/Refused",,,,,,"[hotel_motel_specific(4)] = '1'",,,,,,
